"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"373567300","Standard ","6","Direct Billed to Insured","Installment","N","42461","35","1999","CADI DEVILLE     ","Intermediate","-1","13","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","5000","100-300","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","0.0","Non-standard","Y","Y","100-200","2006","Y","Y","381.6","0","0.0","0.0","0.0","0.0"
"373569501","Standard ","6","Direct Billed to Insured","Installment","N","42480","35","1999","FORD F150        ","Standard","-1","10","99","Work    ","50","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","50-100 ","50000","N","-1","Y","1000","2","1","1","0","2","1","1","0","2","35","37","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","424","0.5","Non-standard","N","Y","40-100 ","2006","N","N","410.22","0","0.0","0.0","0.0","0.0"
"373638601","Standard ","6","Direct Billed to Insured","Installment","N","43084","27","2006","HOND ACCORD EX   ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","40","46","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","430","0.5","Hybrid","Y","Y","40-100 ","2006","Y","N","497.14","0","0.0","0.0","0.0","0.0"
"373648101","Preferred","6","Direct Billed to Insured","Installment","N","43001","35","2002","FORD EXPLOR XLS  ","Standard","-1","10","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","5000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","0","1","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.5","Hybrid","N","Y","20-50","2006","Y","N","518.34","0","0.0","0.0","0.0","0.0"
"373650700","Standard ","6","Direct Billed to Insured","Installment","N","42762","31","1988","TYTA PICKUP      ","Standard","-1","13","99","Work    ","10","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","0.0","Standard","N","N","20-50","2006","N","Y","86.18","0","0.0","0.0","0.0","0.0"
"373662100","Standard ","6","Direct Billed to Insured","Installment","N","42773","31","1999","LINC NAVIGATOR   ","Standard","-1","16","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","5000","50-100 ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","427","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","442.02","0","0.0","0.0","0.0","0.0"
"373689701","Preferred","6","Direct Billed to Insured","Installment","N","43162","30","1991","HOND ACCORD EX   ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","2","N","N","Y","431","0.5","Non-standard","N","Y","20-50","2006","Y","N","14.37","0","0.0","0.0","0.0","0.0"
"373705101","Standard ","6","Direct Billed to Insured","Pre-paid","N","42465","35","2006","TYTA TACOMA PRE  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","0.5","Preferred","N","Y","20-50","2006","Y","N","426.12","0","0.0","0.0","0.0","0.0"
"373719500","Standard ","6","Direct Billed to Insured","Installment","N","42399","31","2003","FORD F150        ","Standard","-1","12","1","Work    ","12","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","2000","100-300","100000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","423","0.0","Hybrid","N","Y","100-200","2006","Y","Y","502.44","0","0.0","0.0","0.0","0.0"
"373872701","Standard ","6","Direct Billed to Insured","Installment","N","43751","20","2006","TYTA COROLLA CE  ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","39","48","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","437","0.5","Hybrid","Y","Y","100-200","2006","Y","N","482.3","0","0.0","0.0","0.0","0.0"
"374061400","Standard ","6","Direct Billed to Insured","Installment","N","42855","35","2005","DODG CARAVAN SE  ","Standard","-1","7","1","Work    ","10","5","Unknown","Not Applicable","Y","2","5000","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","34","34","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.0","Preferred","Y","Y","100-200","2006","Y","Y","444.14","0","0.0","0.0","0.0","0.0"
"374144700","Standard ","6","Direct Billed to Insured","Installment","N","43069","35","1997","FORD RANGER      ","Standard","-1","7","1","Work    ","3","5","Unknown","Not Applicable","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.0","Hybrid","N","Y","40-100 ","2006","Y","Y","378.42","0","0.0","0.0","0.0","0.0"
"374276300","Standard ","6","Direct Billed to Insured","Pre-paid","N","42746","31","1994","LINC CONT EXEC   ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","","-1","Y","75000","N","-1","1","1","0","0","1","1","0","0","1","66","66","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","2","N","Y","Y","427","0.0","Standard","N","N","","2006","Y","Y","168.54","0","0.0","0.0","0.0","0.0"
"374299000","Standard ","6","Direct Billed to Insured","Pre-paid","N","43665","31","1997","MAZD 626 DXLXES  ","Standard","-1","15","99","Work    ","30","5","Unknown","Not Applicable","Y","9","1000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","29","44","0","0","1","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","436","0.0","Hybrid","Y","Y","100-200","2006","N","Y","133.77","0","0.0","0.0","0.0","0.0"
"374341400","Standard ","6","Direct Billed to Insured","Installment","N","42386","35","2002","JEEP WRANGLER X  ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Not Applicable","Y","5","1000","100-300","50000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","0.0","Preferred","N","Y","100-200","2006","Y","Y","429.3","0","0.0","0.0","0.0","0.0"
"374506201","Standard ","6","Direct Billed to Insured","Pre-paid","N","42369","37","1999","FORD EXPLORER    ","Standard","-1","10","1","Work    ","25","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","0.5","Hybrid","Y","Y","100-200","2006","Y","N","577.7","0","0.0","0.0","0.0","0.0"
"374512300","Standard ","6","Direct Billed to Insured","Installment","N","43065","27","2000","DODG STRATUS SE  ","Standard","-1","13","99","Work    ","10","5","Unknown","Not Applicable","Y","7","1000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","27","36","0","0","1","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.0","Hybrid","Y","Y","40-100 ","2006","Y","Y","467.46","0","0.0","0.0","0.0","0.0"
"374654101","Standard ","6","Direct Billed to Insured","Pre-paid","N","52185","31","1999","CHEV SILVER1500  ","Standard","-1","8","99","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","521","0.5","Non-standard","Y","N","100-200","2006","Y","N","180.2","0","0.0","0.0","0.0","0.0"
"374656600","Preferred","6","Direct Billed to Insured","Installment","N","42639","13","1998","FORD ESCRTSE-SP  ","Standard","-1","11","99","Work    ","15","5","Unknown","Not Applicable","Y","9","-1","100-300","100000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","N","426","0.0","Non-standard","N","N","100-200","2006","Y","Y","560.74","0","0.0","0.0","0.0","0.0"
"374739900","Standard ","6","Direct Billed to Insured","Pre-paid","N","42857","35","1994","JEEP WRANGLER S  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","428","0.0","Standard","N","N","100-200","2006","N","Y","162.18","0","0.0","0.0","0.0","0.0"
"374779600","Standard ","6","Direct Billed to Insured","Pre-paid","N","42905","35","2006","CHEV CORVETTE Z  ","Sports Premium","-1","22","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","640.24","0","0.0","0.0","0.0","0.0"
"374787900","Standard ","6","Direct Billed to Insured","Installment","N","44075","31","2000","NSSN MAXIMA      ","Standard","-1","17","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","2000","50-100 ","50000","N","-1","Y","500","2","2","0","2","0","2","0","0","2","44","50","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","440","0.0","Non-standard","N","Y","40-100 ","2006","Y","Y","489.72","0","0.0","0.0","0.0","0.0"
"375006900","Standard ","6","Direct Billed to Insured","Installment","N","43387","31","1994","HOND ACCORD DX   ","Standard","-1","6","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","0","0","1","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.0","Preferred","N","N","20-50","2006","N","Y","95.21","0","0.0","0.0","0.0","0.0"
"375024400","Standard ","6","Direct Billed to Insured","Pre-paid","N","42558","13","1994","EAGL VISION TSI  ","Intermediate","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","100-300","50000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","425","0.0","Non-standard","N","N","100-200","2006","Y","Y","217.3","1","5392.62","2.0","5392.62","24.82"
"375035300","Standard ","6","Direct Billed to Insured","Installment","N","42390","37","1991","NSSN SENTRA      ","Standard","-1","8","99","Work    ","4","5","Unknown","Not Applicable","N","9","-1","100-300","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","423","0.0","Hybrid","N","N","100-200","2006","N","Y","65.2","0","0.0","0.0","0.0","0.0"
"375121500","Standard ","6","Direct Billed to Insured","Pre-paid","N","42909","35","1984","JEEP CJ-7        ","Standard","-1","11","99","Work    ","10","5","Unknown","Not Applicable","N","9","5000","100-300","100000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","0.0","Standard","N","N","100-200","2006","N","Y","81.62","0","0.0","0.0","0.0","0.0"
"375187500","Standard ","12","Direct Billed to Insured","Pre-paid","N","42876","35","1985","TYTA PICKUP      ","Standard","-1","8","1","Work    ","6","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","0.0","Preferred","N","N","20-50","2006","Y","Y","293.62","0","0.0","0.0","0.0","0.0"
"375221701","Preferred","6","Direct Billed to Insured","Pre-paid","N","42477","35","2000","FORD F150 WORK   ","Standard","-1","7","1","Work    ","7","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","2000","100-300","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","0","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","424","0.5","Non-standard","N","N","100-200","2006","Y","N","248.04","0","0.0","0.0","0.0","0.0"
"375260201","Standard ","6","Direct Billed to Insured","Installment","N","43375","26","2002","TYTA TMAPRELTSR  ","Standard","-1","15","99","Pleasure","-1","5","Unknown","Not Applicable","Y","6","1000","50-100 ","50000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","44","47","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","0.5","Non-standard","Y","Y","40-100 ","2006","Y","N","520.46","0","0.0","0.0","0.0","0.0"
"375263101","Standard ","6","Direct Billed to Insured","Pre-paid","N","42862","30","2006","DODG RAM PICKUP  ","Intermediate","-1","19","99","Pleasure","-1","5","Unknown","Not Applicable","Y","2","-1","100-300","100000","N","-1","Y","1000","1","1","0","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.5","Preferred","Y","Y","100-200","2006","Y","N","513.04","0","0.0","0.0","0.0","0.0"
"375312200","Standard ","6","Direct Billed to Insured","Installment","N","52196","31","1986","OLDS CUT SALON   ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","521","0.0","Non-standard","N","N","40-100 ","2006","N","Y","81.94","0","0.0","0.0","0.0","0.0"
"375621701","Preferred","6","Direct Billed to Insured","Installment","N","43086","27","2006","FORD F-150 SUPE  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","25-50  ","25000","N","-1","Y","1000","1","1","0","0","0","1","0","0","1","29","29","0","0","1","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","2","N","N","Y","430","0.5","Standard","Y","Y","20-50","2006","Y","N","796.06","0","0.0","0.0","0.0","0.0"
"375661500","Preferred","12","Direct Billed to Insured","Pre-paid","N","43870","31","2002","MERC MNTAINEER   ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","-1","25-50  ","25000","N","-1","Y","1000","2","1","1","0","2","2","0","0","2","46","52","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","438","0.0","Standard","Y","Y","20-50","2006","Y","Y","846.94","0","0.0","0.0","0.0","0.0"
"375682200","Standard ","6","Direct Billed to Insured","Installment","N","43098","35","1997","FORD TAURUS GL   ","Standard","-1","5","1","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","430","0.0","Hybrid","N","N","40-100 ","2006","Y","Y","85.85","0","0.0","0.0","0.0","0.0"
"375770500","Standard ","6","Direct Billed to Insured","Installment","N","42465","35","1987","CHEV S10 BLAZER  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","50000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","0.0","Preferred","N","N","20-50","2006","Y","Y","172.78","0","0.0","0.0","0.0","0.0"
"375797801","Standard ","6","Direct Billed to Insured","Installment","N","43562","31","2004","CHEV CAVALIER    ","Standard","-1","17","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","435","0.5","Standard","Y","Y","20-50","2006","Y","N","520.46","0","0.0","0.0","0.0","0.0"
"375923700","Standard ","6","Direct Billed to Insured","Installment","N","42766","31","1998","FORD F150        ","Standard","-1","8","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","297.86","0","0.0","0.0","0.0","0.0"
"376025200","Standard ","6","Direct Billed to Insured","Pre-paid","N","42797","31","2001","FORD EXPLORERSP  ","Standard","-1","10","1","Farm    ","-1","5","Unknown","Alarm Only","Y","6","-1","50-100 ","35000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","0.0","Hybrid","Y","Y","40-100 ","2006","Y","Y","233.2","0","0.0","0.0","0.0","0.0"
"376047300","Standard ","6","Direct Billed to Insured","Installment","N","44156","31","2006","FORD F-150 SUPE  ","Standard","-1","11","99","Work    ","11","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","-1","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","0.0","Hybrid","Y","Y","40-100 ","2006","Y","Y","498.2","0","0.0","0.0","0.0","0.0"
"376171801","Standard ","6","Direct Billed to Insured","Pre-paid","N","43251","15","1995","PONT BONNEV SE   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","432","0.5","Non-standard","N","N","20-50","2006","Y","N","140.98","0","0.0","0.0","0.0","0.0"
"376227301","Standard ","6","Direct Billed to Insured","Pre-paid","N","43391","31","1996","FORD WINDSTAR    ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","57","57","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.5","Non-standard","N","N","20-50","2006","Y","N","120.84","0","0.0","0.0","0.0","0.0"
"376306201","Standard ","6","Direct Billed to Insured","Pre-paid","N","42369","26","2006","HUMM H3          ","Standard","-1","17","99","Business","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","0.5","Hybrid","N","Y","40-100 ","2006","Y","N","779.1","0","0.0","0.0","0.0","0.0"
"376477100","Standard ","6","Direct Billed to Insured","Installment","N","42470","35","2006","CHEV HHR LT      ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","-1","100-300","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","59","59","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","0.0","Hybrid","Y","Y","100-200","2006","Y","Y","405.98","0","0.0","0.0","0.0","0.0"
"376500300","Standard ","6","Direct Billed to Insured","Pre-paid","N","42465","35","2000","FORD EXCRSN LTD  ","Standard","-1","18","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","5000","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","0.0","Preferred","Y","Y","100-200","2006","Y","Y","473.82","0","0.0","0.0","0.0","0.0"
"376694000","Standard ","6","Direct Billed to Insured","Pre-paid","N","43081","27","2004","CHEV IMPALA      ","Standard","-1","11","99","Work    ","4","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.0","Standard","Y","Y","100-200","2006","Y","Y","534.24","0","0.0","0.0","0.0","0.0"
"376922600","Standard ","6","Direct Billed to Insured","Pre-paid","N","43066","35","1995","FORD F150        ","Standard","-1","4","1","Work    ","7","5","Unknown","Not Applicable","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","281.96","0","0.0","0.0","0.0","0.0"
"377103200","Standard ","6","Direct Billed to Insured","Pre-paid","N","44254","16","2004","NSSN XTERRA XE-  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","Y","3","-1","25-50  ","25000","N","-1","Y","1000","1","0","1","1","0","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","442","0.0","Hybrid","N","Y","20-50","2006","Y","Y","337.08","0","0.0","0.0","0.0","0.0"
"377124700","Standard ","6","Direct Billed to Insured","Pre-paid","N","43046","35","1992","TYTA PICKUP      ","Standard","-1","7","99","Farm    ","-1","5","Unknown","Not Applicable","N","9","5000","100-300","50000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","0.0","Standard","N","N","100-200","2006","Y","Y","160.06","0","0.0","0.0","0.0","0.0"
"377196201","Standard ","6","Direct Billed to Insured","Installment","Y","43158","30","1998","TYTA CAMRY       ","Standard","-1","12","99","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","431","0.2","Hybrid","Y","Y","100-200","2006","Y","N","422.94","1","54.5","2.0","54.5","0.13"
"377198600","Standard ","12","Premium Finance","Pre-paid","N","42873","35","2006","CHEV COLORADO E  ","Standard","-1","12","99","Work    ","9","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","27","27","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","1044.1","0","0.0","0.0","0.0","0.0"
"377337500","Preferred","6","Direct Billed to Insured","Pre-paid","N","42502","35","1998","FORD EXPEDITION  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","0","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","425","0.0","Non-standard","Y","Y","100-200","2006","Y","Y","714.44","0","0.0","0.0","0.0","0.0"
"377358800","Standard ","6","Direct Billed to Insured","Installment","N","43022","30","1994","MBNZ SL500       ","Sports Premium","87000","27","1","Pleasure","-1","5","Unknown","Alarm Only","Y","9","-1","100-300","50000","N","-1","Y","1000","1","0","1","0","0","1","0","0","1","49","49","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","0.0","Preferred","Y","Y","100-200","2006","Y","Y","552.26","0","0.0","0.0","0.0","0.0"
"377361400","Preferred","6","Direct Billed to Insured","Pre-paid","N","42873","35","1994","FORD TAURUS LX   ","Standard","-1","5","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","428","0.0","Standard","N","N","20-50","2006","N","Y","30.55","0","0.0","0.0","0.0","0.0"
